Gene Start (bp),Gene End (bp),Chromosome Name,HGNC symbol,
23270162,23270713,13,FTH1P7,
23278878,23280345,13,,
23377435,23377787,13,,
23411165,23412019,13,IPMKP1,
23424240,23424700,13,,
13421176,13428191,1,PRAMEF9,
23340926,23350789,14,LRP10,
61427805,61431945,20,C20orf20,
23426135,23426991,13,,
27961803,28034778,10,MKX,
110437235,110477231,12,ANKRD13A,
42219571,42275936,20,IFT52,
80987652,81047958,15,FAM108C1,
43020759,43101703,3,FAM198A,
81071684,81244117,15,KIAA1199,
61436187,61445352,20,OGFR,
31205316,31230667,1,LAPTM5,
40685888,40686369,21,NCRNA00257,
148521046,148640105,5,ABLIM3,
61066923,61110068,11,DDB1,
38368352,38386180,8,C8orf86,
40714241,40721573,21,HMGN1,
13447414,13452656,1,PRAMEF13,
10857885,10982419,3,SLC6A11,
77490888,77495034,14,IRF2BPL,
102089685,102366809,5,PAM,
77564578,77583629,14,KIAA1737,
35490124,35561895,9,RUSC2,
13474053,13477569,1,PRAMEF18,
88772891,88781784,16,CTU2,
57792129,57836935,16,KIFC3,
154726311,154831793,6,CNKSR3,
77597613,77608134,14,ZDHHC22,
79950467,80172631,5,MSH3,
13495254,13498260,1,PRAMEF16,
19867165,19983101,20,RIN2,
77648102,77725838,14,TMEM63C,
40994772,41006928,6,UNC5CL,
31342314,31381608,1,SDC3,
46751972,46766645,12,SLC38A2,
90443159,90456188,15,C15orf38,
110478983,110505500,12,C12orf76,
13516066,13526943,1,PRAMEF21,
110488787,110511423,12,,
9834798,9877085,3,ARPC4-TTLL3,
110562140,110656590,12,IFT81,
138444199,138444541,X,SNURFL,
85621346,85645555,2,CAPG,
13641973,13648988,1,PRAMEF15,
138612917,138645617,X,F9,
39669995,39678781,17,KRT15,
15555948,15762124,10,ITGA8,
1984441,2043630,4,WHSC2,
61447596,61472511,20,COL9A3,
48541857,48546327,17,CHAD,
30689060,30748122,8,TEX15,
189896622,190044605,2,COL5A2,
47746962,47770871,10,,
47894023,47949417,10,FAM21B,
13668269,13673511,1,PRAMEF14,
23471480,23472144,13,BASP1P1,
23489790,23490662,13,NUS1P2,
23708313,23709394,13,HMGA1P6,
33247818,33264761,9,BAG1,
23743974,23744736,13,,
41827594,41849262,1,FOXO6,
23817659,23821323,13,TATDN2P3,
23841645,23843289,13,SDAD1P4,
23947562,23948155,13,,
23993110,24002818,13,,
48556161,48563336,17,RSAD1,
24044186,24060449,13,,
24072935,24077013,13,,
13694889,13698405,1,PRAMEF19,
75661622,75681577,16,KARS,
24340073,24340243,13,,
24463028,24471402,13,,
19997760,20014299,20,NAA20,
46915332,46916307,12,,
38080696,38165516,3,DLEC1,
47158544,47219780,12,SLC38A4,
17574502,17574829,22,,
17640274,17646335,22,CECR4,
31404353,31538838,1,PUM1,
17673826,17674198,22,,
24513696,24520921,13,,
13716088,13719064,1,PRAMEF17,
17694618,17695045,22,FAM32B,
17737749,17747623,22,CECR3,
114365111,114393569,9,C9orf29,
17809924,17810122,22,CECR9,
57787262,57792917,5,GAPT,
17897744,17898875,22,,
13736907,13747803,1,PRAMEF20,
17903436,17903823,22,CLCP1,
17997708,17998061,22,DNAJA1P6,
18062923,18071958,22,,
24553949,24608145,13,,
18465971,18466385,22,,
24696204,24697953,13,,
24826887,24828577,13,,
18487036,18490074,22,,
24889863,24895736,13,,
18501980,18502966,22,,
24902349,24903210,13,NUS1P3,
13801445,13840543,1,LRRC38,
18512151,18520734,22,,
18559293,18560563,22,,
42295754,42345136,20,MYBL2,
16804550,16862642,X,TXLNG,
18564232,18564441,22,,
47469490,47473734,12,AMIGO2,
20015012,20036690,20,CRNKL1,
18584378,18584654,22,,
18585223,18586415,22,ARL2BPP10,
155459933,155461515,3,,
110719032,110788893,12,ATP2A2,
18660805,18688682,22,,
155480401,155524140,3,C3orf33,
4269428,4291896,4,LYAR,
13909960,13944452,1,PDPN,
47610052,47630439,12,FAM113B,
41001366,41065526,6,C6orf130,
38585704,38710546,8,TACC1,
48055715,48099844,12,RPAP3,
56338618,56421130,18,MALT1,
41944446,41950344,1,EDN2,
18761178,18830912,22,GGT3P,
106743806,106744253,14,,
99212483,99253618,9,HABP4,
36003248,36006260,14,INSM2,
18781927,18782317,22,,
18821207,18821951,22,,
18837631,18848562,22,,
36007559,36278432,14,RALGAPA1,
78646390,79816965,3,ROBO1,
72929343,72947397,11,P2RY2,
90544624,90625432,15,ZNF710,
4421849,4433529,16,VASN,
41972036,42501596,1,HIVEP3,
74493920,74524435,X,UPRT,
32359241,32379511,6,BTNL2,
7200586,7453450,10,SFMBT2,
18843134,18846153,22,BCRP7,
106744269,106744966,14,NCRNA00226,
18958027,19018742,22,DGCR5,
48103520,48119355,12,ENDOU,
31142754,31147151,16,PRSS8,
90626277,90645736,15,IDH2,
74884672,74895018,8,TMEM70,
28064115,28287977,10,ARMC4,
85645844,85664152,2,SH2D6,
107788082,108097161,7,NRCAM,
31150251,31161415,16,PRSS36,
24974841,24975167,13,CYCSP33,
110811283,110841535,12,ANAPC7,
24982295,25171798,13,,
4475806,4506776,16,DNAJA3,
43120724,43147568,3,C3orf39,
24993688,24995180,13,,
25140981,25144866,13,,
48585745,48608862,17,MYCBPAP,
25141011,25171814,13,,
18163869,18169095,17,SMCR7,
190306159,190340291,2,WDR75,
3848208,3862213,11,RHOG,
25278540,25278926,13,RPL26P34,
25319405,25320032,13,IRX1P1,
25324795,25326309,13,,
16857406,16888537,X,RBBP7,
25511014,25512491,13,,
106892325,106892465,14,,
43328004,43466256,3,SNRK,
56529832,56653712,18,ZNF532,
106916022,106916980,14,,
25517713,25518636,13,,
106938445,106977000,14,NCRNA00221,
25562715,25563063,13,RPL34P27,
25715794,25716046,13,,
48128455,48164823,12,RAPGEF3,
25746966,25754217,13,,
99791567,99930934,15,LRRC28,
18174742,18218288,17,TOP3A,
114393632,114432508,9,DNAJC25,
42354804,42355638,20,GTSF1L,
77731834,77737655,14,NGB,
1036623,1177896,7,C7orf50,
25755579,25763898,13,,
49753366,49755053,6,PGK2,
25767245,25784433,13,,
25780187,25780640,13,RPL23AP69,
72999503,73029540,9,KLF9,
49801970,49844809,6,CRISP1,
25939937,25940293,13,,
26879843,26887899,22,SRRD,
51187938,51192032,10,FAM21D,
77741299,77787225,14,POMT2,
48963707,49018840,13,LPAR6,
85766288,85772403,2,MAT2A,
56807087,56826068,18,SEC11C,
118965254,118971517,5,FAM170A,
31733367,31745108,6,C6orf27,
42543492,42698256,20,TOX2,
110872695,110888212,12,ARPC3,
107139422,107140367,14,SLC20A1P1,
3875757,4114439,11,STIM1,
132565432,132573560,9,TOR1B,
33422356,33425325,6,ZBTB9,
49054833,49059225,13,,
7429517,7432528,8,FAM90A22,
49063095,49109872,13,RCBTB2,
56887400,56898006,18,GRP,
38201114,38203442,22,H1F0,
19019077,19022077,22,,
7437166,7440175,8,FAM90A23,
82297658,82406316,10,SH2D4B,
19043327,19044020,22,,
38203912,38213183,22,GCAT,
19109042,19112016,22,,
99252523,99382112,9,CDC14B,
24583989,24594448,14,DCAF11,
19112392,19113159,22,TSSK1A,
19225966,19226262,22,,
19245043,19246329,22,,
19435416,19437628,22,,
73150424,73153197,7,ABHD11,
52558386,52569070,3,NT5DC2,
60610838,60636577,14,DHRS7,
19618273,19621097,22,,
19654546,19655078,22,,
19696897,19702318,22,,
19779817,19780614,22,,
19874812,19875493,22,,
9849770,9896822,3,TTLL3,
108336940,108924292,10,SORCS1,
20050503,20053600,22,,
40752170,40800454,21,WRB,
20098344,20099398,22,,
20186252,20192441,22,,
42619092,42621495,1,GUCA2B,
20287283,20300739,22,,
576486,612222,11,PHRF1,
103941025,104006986,4,NHEDC2,
20325666,20350457,22,,
14026693,14151560,1,PRDM2,
42628362,42630389,1,GUCA2A,
37512544,37592466,9,,
51224677,51252947,10,AGAP8,
190425305,190448484,2,SLC40A1,
51973550,52013228,15,SCG3,
26437388,26437805,13,,
31191445,31203127,16,FUS,
42642210,42801548,1,FOXJ3,
26626414,26627523,13,,
25721107,25721424,3,,
68373271,68374589,14,,
69254375,69261453,14,ZFP36L1,
26688547,26728313,13,,
40337346,40357234,4,CHRNA9,
110890292,110906526,12,GPN3,
39679869,39684560,17,KRT19,
26691686,26693102,13,,
85774743,85788670,2,GGCX,
23352431,23356889,14,REM2,
103978960,103980435,14,,
26887191,26908471,22,TFIP11,
25760435,25831530,3,NGLY1,
103985996,103989170,14,CKB,
15296360,15382875,3,SH3BP5,
25021811,25034065,X,ARX,
32407619,32412823,6,HLA-DRA,
38219389,38221502,22,GALR3,
39722096,39728310,17,KRT9,
38226862,38240438,22,ANKRD54,
92434243,92506403,14,TRIP11,
23369855,23388396,14,RBM23,
151145420,151145939,5,,
39738531,39743173,17,KRT14,
7449528,7450438,8,OR7E157P,
110906220,110928188,12,C12orf24,
56934267,56940625,18,RAX,
151150606,151192346,5,G3BP1,
20033158,20341346,20,C20orf26,
110929330,110939916,12,VPS29,
42846466,42880850,1,RIMKLA,
56962634,56985881,18,CPLX4,
49913814,49917157,6,DEFB133,
25285366,25315992,8,KCTD9,
6642554,6677085,11,DCHS1,
49927962,49931818,6,DEFB114,
20330726,20331888,22,,
4511695,4524896,16,NMRAL1,
56995055,57026503,18,LMAN1,
127714380,127905785,9,SCAI,
68337521,68411324,4,CENPC1,
15987995,16761138,11,SOX6,
169277886,169458937,4,DDX60L,
79697496,79837526,4,BMP2K,
110939460,110969891,12,RAD9B,
48609904,48621111,17,EPN3,
18218716,18226517,17,SMCR8,
155544305,155572218,3,SLC33A1,
48334754,48343175,3,NME6,
39766030,39769005,17,KRT16,
18231187,18266832,17,SHMT1,
20336866,20341114,22,,
79634571,79635869,9,FOXB2,
20377669,20378803,22,,
20378814,20380440,22,,
79792269,80036457,9,VPS13A,
190526146,190535557,2,ASNSD1,
33540324,33548070,6,BAK1,
4524719,4560348,16,HMOX2,
39775689,39781094,17,KRT17,
104410863,104427417,8,SLC25A32,
26808350,26811266,13,,
72975550,73009662,11,P2RY6,
38244875,38285414,22,EIF3L,
27151023,27151812,13,RPS3AP44,
27212586,27215501,13,,
27479499,27479998,13,,
27551680,27551926,13,,
4291924,4323513,4,ZBTB49,
27591688,27592046,13,,
27736992,27743272,13,,
27746396,27757135,13,,
40777770,40817731,21,LCA5L,
27810419,27810948,13,,
27947485,27948503,13,,
107626628,107627223,X,,
28008286,28008752,13,,
190539016,190625919,2,ANKAR,
30853321,30891231,8,PURG,
42740335,42816218,20,JPH2,
67694851,67696680,16,PARD6A,
107683074,107940775,X,COL4A5,
20383524,20427835,22,PI4KAP1,
119059014,119077735,X,NKAP,
33839844,33911194,3,PDCD6IP,
35561828,35563896,9,FAM166B,
69796209,69975644,16,WWP2,
56225302,56391354,16,GNAO1,
152853377,152864707,X,FAM58A,
13621730,13711953,6,RANBP9,
110972237,111021064,12,PPTC7,
49936390,49937338,6,DEFB113,
69509879,69640682,X,KIF4A,
153672473,153679002,X,FAM50A,
111051832,111086933,12,TCTN1,
48165951,48176536,12,SLC48A1,
102861538,103063282,9,INVS,
28270530,28271341,13,NPM1P4,
28681568,28682014,13,,
85788685,85809154,2,VAMP8,
28788650,28790034,13,EEF1A1P3,
29172970,29174189,13,EIF4A1P7,
29296523,29298158,13,CYP51P2,
29352695,29353074,13,,
155054459,155155192,6,SCAF8,
29813516,29824691,13,,
30891317,31031285,8,WRN,
14219052,14507087,1,C1orf196,
114393666,114432509,9,DNAJC25-GNG10,
3118608,3153812,6,BPHL,
39775692,39943183,17,JUP,
14925200,15444539,1,KAZN,
114423615,114432504,9,GNG10,
29880915,29881922,13,GAPDHP69,
30051033,30061887,13,,
42825136,42839431,20,C20orf111,
48176505,48226915,12,HDAC7,
26156460,26158852,X,MAGEB18,
30440096,30440306,13,TIMM8BP1,
132575222,132586413,9,TOR1A,
7458526,7458789,8,,
30446750,30462542,13,NCRNA00297,
7554352,7554615,8,,
85811531,85820535,2,VAMP5,
26210557,26213763,X,MAGEB6,
101395274,101396431,3,,
30492784,30500788,13,,
7562704,7564413,8,,
101399935,101405626,3,RPL24,
30677315,30683012,13,,
97273943,97349223,8,PTDSS1,
5029967,5060207,10,AKR1C2,
42896000,42921938,1,ZMYND12,
42875887,42909013,20,GDAP1L1,
85822848,85824736,2,RNF181,
57102442,57364574,18,CCBE1,
7572965,7575975,8,FAM90A14,
94955782,94957846,5,GPR150,
61472467,61493115,20,TCFL5,
131593364,131609147,5,PDLIM4,
67696848,67700667,16,C16orf48,
94982458,94993786,5,RFESD,
132589569,132598142,9,C9orf78,
52015208,52043650,15,LYSMD2,
57567180,57571538,18,PMAIP1,
42921788,42948411,1,PPCS,
7580613,7591823,8,FAM90A18,
85825671,85830319,2,TMEM150A,
15479028,15546974,1,TMEM51,
58038564,58040001,18,MC4R,
5881596,6007901,9,KIAA2026,
59000988,59223006,18,CDH20,
49280951,49283498,13,CYSLTR2,
4560676,4588816,16,C16orf5,
61509090,61569304,20,DIDO1,
190611386,190627953,2,OSGEPL1,
49550048,49783888,13,FNDC3A,
81240427,81282205,15,MESDC2,
74903587,74941322,8,LY96,
81293295,81296342,15,MESDC1,
48553945,48567403,X,SUV39H1,
4606491,4650318,16,,
18281079,18292961,17,EVPLL,
115511213,115543188,10,C10orf81,
4658885,4664927,16,FAM100A,
42929001,43120335,1,CCDC30,
40425272,40632892,4,RBM47,
81426644,81441515,15,C15orf26,
59475296,59560992,18,RNF152,
18314473,18317694,17,,
50779047,50802276,14,ATP5S,
18330175,18335162,17,,
73724123,73773322,10,CHST3,
52043758,52108565,15,TMOD2,
59711460,59854289,18,PIGN,
113434672,113437328,4,NEUROG2,
30726023,30733758,13,,
30728203,30728723,13,,
7601232,7708961,10,ITIH5,
30870284,30870872,13,,
73818793,73848790,10,SPOCK2,
81475093,81606399,15,IL16,
103995509,104003408,14,TRMT61A,
30890497,30894040,13,,
15490840,15497813,1,C1orf195,
94211441,94333833,10,IDE,
155588325,155658457,3,GMPS,
73149949,74061820,9,TRPM3,
30914407,30951282,13,,
190635049,190649097,2,ORMDL1,
9041071,9159661,11,SCUBE2,
31652592,31712401,1,NKAIN1,
19492779,20079330,10,C10orf112,
15573768,15726858,1,FHAD1,
104017657,104017701,14,,
43396351,43733086,3,ANO10,
76005626,76203496,6,FILIP1,
49976851,49989694,6,DEFB110,
119799973,120023027,5,PRR16,
32788945,32791819,5,,
26921458,26992681,22,TPST2,
128838960,128887150,4,MFSD8,
33440802,33469644,5,TARS,
31732417,31769662,1,SNRNP40,
190642909,190643157,2,,
40817781,40887433,21,SH3BGR,
4674826,4740975,16,MGRN1,
190648811,190742355,2,PMS1,
101442769,101489406,3,CEP97,
85829979,85876406,2,USP39,
138638452,138638784,X,,
26235419,26236387,X,MAGEB5,
27826107,27841131,X,MAGEB10,
138663929,138790386,X,MCF2,
6702013,6704632,11,MRPL17,
44303646,44389808,5,FGF10,
27996110,27999566,X,DCAF8L1,
145490549,145492470,8,SCXA,
49091927,49106987,X,CCDC22,
28605516,29974840,X,IL1RAPL1,
48620419,48633213,17,SPATA20,
145515280,145538385,8,HSF1,
1084212,1098897,7,GPR146,
30993656,30996374,13,,
31002084,31002656,13,UBE2L5P,
59854507,59974355,18,KIAA1468,
31113734,31117598,13,,
31115780,31117034,13,,
60712426,60765805,14,PPM1A,
31127807,31128830,13,,
57837394,57854070,5,,
38301664,38338829,22,MICALL1,
31377343,31384782,13,,
37582643,37592639,9,TOMM5,
73019334,73080136,11,ARHGEF17,
31456688,31457532,13,,
271736,353971,5,PDCD6,
31504814,31505619,13,,
31505638,31506723,13,,
75146935,75233563,8,JPH1,
31769842,31837783,1,ZCCHC17,
26995242,27014052,22,CRYBB1,
7588261,7591271,8,FAM90A16,
7595909,7598918,8,FAM90A8,
111086612,111127583,12,HVCN1,
69261464,69263190,14,C14orf181,
69340843,69446083,14,ACTN1,
50011288,50016364,6,DEFB112,
31547426,31551760,13,,
31569299,31570275,13,,
185676749,185747972,4,ACSL1,
4683388,4811074,7,FOXK1,
31651391,31689836,13,,
33134409,33149013,7,RP9,
42931478,42939809,20,FITM2,
52121845,52204335,15,TMOD3,
111157615,111180757,12,PPP1CC,
27017928,27026636,22,CRYBA4,
113460492,113558151,4,C4orf21,
94987885,95034415,5,SPATA9,
35605281,35610038,9,TESK1,
111284764,111345338,12,CCDC63,
50681541,50740701,6,TFAP2D,
155755490,156256545,3,KCNAB1,
20348765,20351590,20,INSM1,
128779240,128788933,X,APLN,
31885426,31887058,13,,
20370196,20693266,20,RALGAPA2,
104022881,104029151,14,BAG5,
100017370,100256627,15,MEF2A,
32420978,32527609,13,EEF1DP3,
111348628,111358404,12,MYL2,
42965626,42979875,20,R3HDML,
89378268,89427314,4,HERC5,
22694537,22821198,4,GBA3,
40928369,41034816,21,B3GALT5,
56395364,56459448,16,AMFR,
104029299,104177713,14,C14orf153,
61569471,61578019,20,C20orf11,
32559822,32565134,13,,
32599451,32605776,13,,
111374406,111375255,12,,
48235322,48298814,12,VDR,
32872291,32872849,13,,
20473206,20475156,22,,
33168856,33645680,7,BBS9,
111471828,111788351,12,CUX2,
33551515,33556803,6,GGNBP1,
32958797,32960245,13,IFIT1P1,
20486312,20488882,22,,
33051411,33052978,13,,
20499890,20503484,22,,
40969074,40984748,21,C21orf88,
20610447,20616201,22,,
20632132,20661407,22,,
33588522,33664351,6,ITPR3,
28144265,28197486,22,MN1,
39782579,39796451,17,KRT42P,
61584052,61599949,20,SLC17A9,
76311225,76427997,6,SENP6,
36248536,36302216,5,RANBP3L,
22446787,22459597,8,,
18380098,18398259,17,LGALS9C,
42984340,43060030,20,HNF4A,
16964814,17171395,X,REPS2,
41117334,41174023,21,IGSF5,
48276432,48295308,12,,
39782579,39796451,17,,
67700719,67702660,16,C16orf86,
20644408,20645991,22,,
48357330,48362660,12,TMEM106C,
20670709,20674508,22,,
20692509,20716647,22,,
39845137,39848920,17,EIF1,
4743695,4745860,16,NUDT16L1,
57847684,57850831,16,,
57917847,58005020,16,CNGB1,
111798455,111806925,12,FAM109A,
22457114,22461663,8,C8orf58,
190744335,191068210,2,C2orf88,
18427880,18430160,17,FAM106A,
59992520,60054899,18,TNFRSF11A,
18538842,18547740,17,TBC1D28,
52230222,52263997,15,LEO1,
51371390,51732941,10,TIMM23B,
11655437,11660077,8,,
111843752,111889426,12,SH2B3,
44809027,44820530,5,MRPS30,
11700033,11726957,8,CTSB,
18601311,18639432,17,TRIM16L,
41239243,41301322,21,PCP4,
50796310,50883179,14,CDKL1,
190920610,190927455,2,MSTN,
48366748,48398269,12,COL2A1,
39868578,39872221,17,GAST,
111890018,112037480,12,ATXN2,
71738479,71803554,5,ZNF366,
104426942,104455681,8,DCAF13,
191054461,191208919,2,HIBCH,
31838472,31849697,1,FABP3,
20804409,20806111,22,,
20829490,20829598,22,,
20837102,20838392,22,KRT18P5,
75681611,75682539,16,,
20876357,20878157,22,,
75681635,75691338,16,TERF2IP,
60190658,60245793,18,ZCCHC2,
38339528,38349676,22,C22orf23,
20941783,20946505,22,,
128872950,128903514,X,XPNPEP2,
4746513,4784250,16,ANKS3,
5890802,5910606,9,MLANA,
85833777,85839189,2,C2orf68,
75728367,75734089,16,,
18610008,18610175,17,,
18647326,18682662,17,FBXW10,
76311176,76593135,16,CNTNAP4,
67708436,67753324,16,GFOD2,
17143288,17145146,X,,
92524896,92572965,14,ATXN3,
17393543,17754114,X,NHS,
39873994,39890896,17,HAP1,
12250867,12276886,7,TMEM106B,
155153831,155578857,6,TIAM2,
41382926,42219065,21,DSCAM,
57878048,58155213,5,RAB3C,
15683285,15707188,4,FAM200B,
67372238,67430759,8,C8orf46,
38348614,38437113,22,POLR2F,
33066436,33072629,13,N4BP2L2-IT,
23756664,23905712,4,PPARGC1A,
33451569,33485788,13,,
85884437,85895864,2,SFTPB,
28202413,28316122,22,PITPNB,
7603556,7614766,8,FAM90A17,
49794474,49796513,13,MLNR,
37588410,38068684,9,,
49822047,49867618,13,CDADC1,
86132816,86196302,8,CA13,
18684519,18710027,17,FAM18B1,
17721889,17767874,8,FGL1,
58264865,59817947,5,PDE4D,
101498046,101547073,3,FAM55C,
31212807,31214313,16,PYCARD,
43124096,43142429,1,PPIH,
68576002,68628636,5,CCDC125,
50304990,50314977,3,SEMA3B,
20956882,21011201,22,,
4815253,4833943,7,KIAA0415,
31882412,31907525,1,SERINC2,
83634806,84746933,10,NRG3,
61637331,61638387,20,BHLHE23,
61826781,61847586,20,YTHDF1,
21007017,21009037,22,SLC9A3P2,
18743398,18834581,17,PRPSAP2,
17755588,17773105,X,SCML1,
52311417,52358462,15,MAPK6,
73183328,73184600,7,CLDN3,
7611204,7614214,8,FAM90A19,
93976097,94124195,9,AUH,
73213872,73247017,7,CLDN4,
4349867,4420785,4,,
67757005,67840555,16,RANBP10,
21022124,21025272,22,FAM108A5P,
114448453,114557288,9,C9orf84,
61867235,61871859,20,BIRC7,
43148098,43168023,1,YBX1,
49882786,50018262,13,CAB39L,
85912298,85925977,2,GNLY,
50786436,50815326,6,TFAP2B,
7618852,7621862,8,FAM90A9,
32042116,32053288,1,TINAGL1,
81538850,81811312,3,GBE1,
31555653,31556717,6,,
33528195,33528539,13,TOMM22P3,
31556672,31560762,6,NCR3,
33696713,33697797,13,,
33732724,33738546,13,,
115594488,115614142,10,DCLRE1A,
33764078,33859873,13,,
33851690,33855471,13,,
35420138,35434880,6,FANCE,
33907983,33909403,13,,
45259349,45696253,5,HCN1,
33264940,33281977,9,CHMP5,
33922744,33924761,13,,
112019179,112019607,12,,
112079951,112123790,12,BRAP,
33929343,34250905,13,,
32485120,32498064,6,HLA-DRB5,
13791020,13814800,6,CCDC90A,
60382672,60647666,18,PHLPP1,
34185104,34185659,13,,
38366693,38383429,22,SOX10,
34231573,34234065,13,,
3153903,3157809,6,TUBB2A,
34656566,34657447,13,,
35009587,35214822,13,,
35148341,35148803,13,GAMTP2,
35621967,35623401,13,,
75532049,75538821,10,FUT11,
35759431,35760816,13,,
35825207,35825966,13,PHBP13,
52568029,52613253,3,C3orf78,
36271661,36273393,13,,
31496902,32622548,8,NRG1,
31225342,31236510,16,TRIM72,
48436681,48499641,12,SENP1,
37064215,37064578,13,,
191208196,191236391,2,INPP1,
7626499,7629510,8,FAM90A10,
37314178,37315000,13,GAPDHP34,
127908852,127952218,9,PPP6C,
37316015,37316602,13,,
86239837,86291243,8,CA1,
4115937,4223759,11,RRM1,
31227283,31228414,16,PYDC1,
85978467,86015189,2,ATOH8,
73248920,73256865,7,WBSCR27,
61872136,61904046,20,NKAIN4,
20658308,20995954,9,KIAA1797,
31271288,31344213,16,ITGAM,
74588262,74743337,X,ZDHHC15,
112123857,112194903,12,ACAD10,
111624524,111683311,10,XPNPEP1,
60491423,60492724,18,,
21283942,21370463,20,XRN2,
60790579,60987361,18,BCL2,
101546835,101579866,3,NFKBIZ,
86066267,86116137,2,ST3GAL5,
60994971,61034743,18,KDSR,
39958199,39968855,17,LEPREL4,
128886435,128960866,4,C4orf29,
38382176,38384166,22,,
38452318,38471708,22,PICK1,
191273081,191373931,2,MFSD6,
48478833,48479204,12,,
121187650,121188519,5,FTMT,
11034410,11080933,3,SLC6A1,
81601394,81616524,15,STARD5,
48499656,48540187,12,PFKM,
121297656,121411265,5,SRFBP1,
73087309,73108519,11,RELT,
61056423,61089693,18,VPS4B,
77787230,77797939,14,GSTZ1,
131630136,131679899,5,SLC22A4,
39968962,39979465,17,FKBP10,
17818171,17879457,X,RAI2,
85899196,85913311,10,GHITM,
6789218,6790286,11,OR2AG2,
41306687,41334963,X,NYX,
37650997,37746901,9,FRMPD1,
1121844,1133451,7,GPER,
35436185,35438562,6,RPL10A,
1134260,1445901,3,CNTN6,
23544399,23571660,7,TRA2A,
31366509,31394318,16,ITGAX,
43198764,43205925,1,CLDN19,
86253451,86333278,2,POLR1A,
191369068,191399448,2,TMEM194B,
42539728,42648524,21,BACE2,
50810979,50811227,6,,
47999324,48055018,10,ASAH2C,
51480098,51952423,6,PKHD1,
24544332,24646383,6,KIAA0319,
73111532,73309234,11,FAM168A,
7651238,7653392,8,,
2043689,2045697,4,C4orf48,
135545422,135570342,9,GTF3C4,
6806248,6807245,11,OR2AG1,
6815756,6817128,11,OR6A2,
43212006,43232755,1,LEPRE1,
6866883,6867936,11,OR10A5,
15736391,15756839,1,EFHD2,
68646811,68665840,5,TAF9,
75233365,75401107,8,GDAP1,
112204346,112247782,12,ALDH2,
75541805,75543410,10,CHCHD1,
30233677,30238206,X,MAGEB2,
30667584,30685666,6,MDC1,
80256491,80525975,5,RASGRF2,
7748525,7750077,8,HSPD1P2,
2061239,2070816,4,NAT8L,
7791934,7796292,8,DEFB108P1,
191511472,191557492,2,NAB1,
61904147,61921145,20,ARFGAP1,
7812536,7848219,8,FAM66E,
128913894,128929177,X,SASH3,
43267448,43276535,6,CRIP3,
73275489,73280223,7,WBSCR28,
15764935,15775737,1,CTRC,
30248553,30255607,X,MAGEB3,
81624553,81666459,15,TMC3,
108110866,108210110,7,PNPLA8,
30260057,30262293,X,MAGEB4,
30261847,30270155,X,MAGEB1,
115614420,115676953,10,NHLRC2,
119206229,119211707,X,RHOXF2B,
121398890,121414206,5,LOX,
32083287,32098119,1,HCRTR1,
68424446,68473055,4,STAP1,
29555683,29556745,6,OR2H2,
48541571,48574996,12,ASB8,
2073645,2243848,4,POLN,
61143994,61172318,18,SERPINB5,
29624758,29640149,6,MOG,
15820169,15902519,10,FAM188A,
112280279,112331227,12,MAPKAPK5,
15783223,15798586,1,CELA2A,
6890924,6891976,11,OR10A2,
152907946,152916781,X,DUSP9,
6897856,6898850,11,OR10A4,
50007495,50020554,13,,
50018429,50069138,13,SETDB2,
32095463,32110497,1,PEF1,
73856278,73980083,10,ASCC1,
18181051,18239024,X,BEND2,
612553,615999,11,IRF7,
191745553,191830278,2,GLS,
75545383,75561551,10,KIAA0913,
100255906,100273766,15,LYSMD4,
61223393,61234244,18,SERPINB12,
20105168,20569286,10,PLXDC2,
7824866,7826066,8,,
131705444,131731306,5,SLC22A5,
7829183,7830775,8,USP17L8,
135600965,135754164,9,AK8,
39981335,39992523,17,NT5C3L,
18257434,18372847,X,SCML2,
112369103,112450943,12,TMEM116,
48577366,48579709,12,C12orf68,
48596081,48597170,12,OR10AD1,
48722763,48724062,12,H1FNT,
61254223,61271873,18,SERPINB13,
48733791,48745029,12,ZNF641,
88781746,88851372,16,FAM38A,
41010293,41012076,6,TSPO2,
18853989,18924004,17,SLC5A10,
79808281,79860592,4,PAQR3,
41374187,41782716,X,CASK,
50069746,50103123,13,PHF11,
73357223,73373864,11,PLEKHB1,
48866448,48866843,12,ANP32D,
12370511,12443567,7,VWDE,
48876286,48890295,12,C12orf54,
112451152,112461024,12,ERP29,
152935185,152954465,X,PNCK,
30322323,30327715,X,NR0B1,
112464494,112546635,12,NAA25,
48919415,48921886,12,OR8S1,
73435646,73441840,7,,
48953620,48956730,12,,
7833915,7835507,8,USP17L3,
48961468,48963829,12,LALBA,
56463045,56485287,16,NUDT21,
49046997,49076035,12,C12orf41,
86333305,86369280,2,PTCD3,
82334119,82338482,15,MEX3B,
73442119,73484237,7,ELN,
38474141,38480100,22,SLC16A8,
36606457,36688436,5,SLC1A3,
42548791,42557166,21,,
77808114,77843396,14,TMED8,
42676139,42729358,21,FAM3B,
77843032,77858433,14,SAMD15,
48638429,48704835,17,CACNA1G,
32546546,32557625,6,HLA-DRB1,
38480896,38506677,22,BAIAP2L2,
15422782,15469047,3,METTL6,
48189612,48237508,10,AGAP9,
49086752,49110781,12,CCNT1,
470291,746105,9,KANK1,
6912721,6913830,11,OR2D2,
48620154,48632064,X,GLOD5,
6942205,6943264,11,OR2D3,
48348336,48369831,3,SPINK8,
